Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	tree_length
0	-1844.571	-2129.909	285.3383	0.0179828	0.00345942	0.0129007	0.0196955	0.0543925	0.0108059	0.00323347	0.027591	0.0196213	0.00136768	0.0101973	0.0128299	0.0040555	0.0074502	0.00249483	0.0266244	0.0135656	0.00730574	0.0320444	0.00137852	0.00160398	0.0407259	0.00762276	0.00791392	0.0293756	0.00600342	0.0138125	0.0437461	0.0177092	0.0171538	0.0327205	0.00903287	0.0128187	0.00913681	0.013248	0.0171876	0.00852015	0.0143439	0.0109736	0.00138744	0.0247624	0.00128369	0.000104136	0.0133653	0.0163611	0.00325604	0.00585706	0.00633875	0.00905478	0.0130005	0.00784542	0.0244105	2.41159e-05	0.0112865	0.00188654	0.00257765	0.0310219	0.00922013	0.00145842	0.00309347	0.00539186	0.0016941	0.00239704	0.00339092	0.0028124	0.0088971	0.00125788	0.0123309	0.00490589	0.0228957	0.0597841	0.0461402	0.0284471	0.00680349	0.0150343	0.0312404	0.0248514	0.0134131	0.00179916	0.0231951	0.00771826	0.00873911	0.0440648	0.0482197	0.00684507	0.000260672	0.0183218	0.00511628	0.00114192	0.0322032	0.0054594	0.0463749	0.0279423	0.00141323	0.0273355	0.00327486	0.00363776	0.00861988	0.000730506	0.0519817	0.00418328	0.00560417	0.00447793	0.0187424	0.0196276	0.00241877	0.00731347	0.000659089	0.0029734	0.00545414	0.00716899	0.00538114	0.00229951	0.00490295	0.000160332	0.0166759	0.00321743	0.00856748	0.00102362	0.0141475	0.0020318	0.0190122	0.00846827	0.00254499	0.00224092	0.00815393	0.00473688	0.027631	0.00475893	0.00515882	0.0450041	9.07257e-05	0.0101832	0.0040859	0.000712998	0.00022661	0.00484264	0.0107429	0.00582548	0.00617357	0.00222787	0.0103852	0.0199519	0.000175126	0.0355161	0.579446	1.1294	0.0976596	0.321574	0.701909	1.42469	3.1097	10.2396	1.682051	0.1578632	0.00981482	0.00188812	0.00704109	0.0107496	0.0296869	0.00589776	0.00176479	0.0150589	0.0107091	0.000746465	0.00556557	0.00700241	0.00221345	0.00406624	0.00136166	0.0145313	0.007404	0.0039874	0.0174895	0.000752384	0.000875434	0.0222278	0.00416043	0.00431934	0.0160329	0.00327661	0.00753872	0.0238762	0.00966549	0.00936235	0.0178585	0.00493005	0.0069963	0.00498678	0.00723062	0.0093808	0.00465021	0.00782876	0.00598926	0.000757251	0.0135151	0.000700625	5.68363e-05	0.00729465	0.00892975	0.00177711	0.00319673	0.00345963	0.00494201	0.00709555	0.00428196	0.013323	1.31622e-05	0.00616007	0.00102966	0.00140685	0.0169315	0.00503225	0.000795993	0.00168838	0.00294283	0.000924625	0.00130828	0.00185073	0.00153498	0.00485595	0.000686536	0.0067301	0.00267759	0.0124962	0.0326296	0.0251829	0.0155261	0.00371328	0.00820559	0.0170507	0.0135637	0.00732074	0.000981964	0.0126597	0.00421255	0.00476972	0.0240501	0.0263179	0.00373597	0.000142272	0.00999987	0.00279241	0.000623246	0.0175762	0.00297969	0.0253109	0.0152506	0.000771326	0.0149195	0.00178739	0.00198545	0.00470464	0.000398703	0.0283711	0.00228319	0.0030587	0.00244401	0.0102294	0.0107125	0.00132014	0.00399162	0.000359724	0.00162285	0.00297682	0.00391276	0.00293697	0.00125505	0.00267598	8.75075e-05	0.00910154	0.00175604	0.00467605	0.00055868	0.00772159	0.00110894	0.0103767	0.0046219	0.00138903	0.00122307	0.00445033	0.00258534	0.0150807	0.00259738	0.00281563	0.0245628	4.95172e-05	0.00555788	0.00223005	0.000389147	0.000123682	0.00264306	0.00586335	0.00317949	0.00336947	0.00121595	0.00566813	0.0108896	9.55818e-05	0.0193843	1.832206
36	-1842.037	-2126.249	284.212	0.011931	0.00214186	0.0189533	0.01462	0.0777691	0.0362361	0.0117103	0.046893	0.0199672	0.00834328	0.0259598	0.0124717	0.0138977	0.00472912	0.0112764	0.0147339	0.0228905	0.00659495	0.014743	0.00338596	0.0157063	0.0546931	0.0477507	0.00931209	0.0220298	0.000778244	0.0345985	0.0327871	0.0365219	0.0212372	0.037589	0.0283778	0.0338586	0.0105414	0.0254084	0.0316661	0.0318545	0.0293418	0.00866151	0.00200937	0.0295013	0.0122846	0.00842428	0.0289251	0.0147453	0.00323749	0.00650576	0.0121069	0.0192804	0.013746	0.00962884	0.0254508	0.000560032	0.00947574	0.0020173	0.00936498	0.0203161	0.0196833	0.00472423	0.00748028	0.00447178	0.0103025	0.000766442	0.00324662	0.00742543	0.0296701	0.00362204	0.00652401	0.00262229	0.0213338	0.0818138	0.0775544	0.0526649	0.031186	0.0234601	0.00607914	0.00238598	0.037549	0.00262958	0.00566485	0.0088122	0.018436	0.0317302	0.0111755	0.00232043	0.0034606	0.018414	0.0390229	0.0171857	0.00179092	0.000988228	0.0344014	0.00431149	0.00768026	0.0302504	0.00256406	0.00356793	0.00876601	0.00935684	0.00314911	0.0156437	0.00878771	0.0104239	0.022792	0.00271588	0.00119468	0.0442331	0.018497	0.0304384	0.00233865	0.00398553	0.0302038	0.00744001	0.00459309	0.0132546	0.00534688	0.0226384	0.0161747	0.04149	0.00798778	0.00497529	0.0163792	0.00908626	0.055077	0.0191312	0.048444	0.005115	0.0147899	0.00896161	0.0468245	0.0184452	0.0151759	0.0452769	0.0840325	0.005341	0.00982864	0.00549532	0.0395245	0.00999436	0.0471391	0.00798536	0.00868411	0.023272	0.00250531	0.00719409	0.648025	1.1083	0.142962	0.387257	0.743812	1.34443	2.58227	6.99486	1.406496	0.1799083	0.00443757	0.000796633	0.00704938	0.00543767	0.028925	0.0134774	0.00435548	0.0174411	0.00742648	0.00310315	0.00965535	0.00463864	0.00516902	0.00175892	0.00419409	0.00548004	0.00851377	0.00245289	0.00548343	0.00125936	0.00584171	0.0203423	0.0177601	0.00346349	0.00819365	0.000289456	0.0128684	0.0121946	0.0135838	0.00789884	0.0139807	0.0105547	0.0125932	0.00392071	0.00945027	0.0117777	0.0118478	0.0109132	0.00322152	0.000747355	0.0109725	0.00456907	0.00313328	0.0107583	0.00548427	0.00120414	0.00241972	0.00450298	0.00717105	0.00511262	0.0035813	0.00946603	0.000208295	0.00352436	0.000750303	0.00348316	0.00755626	0.00732091	0.00175711	0.00278217	0.00166321	0.00383185	0.000285066	0.00120753	0.00276177	0.0110353	0.00134716	0.00242651	0.000975321	0.00793476	0.0304294	0.0288452	0.0195879	0.0115992	0.00872562	0.00226104	0.000887429	0.0139658	0.000978033	0.00210695	0.00327756	0.006857	0.0118016	0.00415654	0.000863048	0.00128712	0.00684879	0.014514	0.00639197	0.000666106	0.000367556	0.0127951	0.00160359	0.00285655	0.0112512	0.000953662	0.00132704	0.00326038	0.00348013	0.00117126	0.00581844	0.00326845	0.003877	0.00847712	0.00101013	0.000444342	0.0164518	0.00687966	0.0113211	0.000869825	0.00148236	0.0112338	0.0027672	0.00170833	0.00492984	0.00198869	0.00841999	0.00601593	0.0154315	0.00297093	0.00185048	0.00609198	0.00337949	0.020485	0.00711556	0.018018	0.00190245	0.00550089	0.00333313	0.0174156	0.00686039	0.00564443	0.01684	0.0312546	0.0019865	0.00365561	0.0020439	0.0147005	0.00371725	0.0175327	0.00297003	0.00322992	0.00865566	0.000931811	0.00267573	2.688645
72	-1857.988	-2142.319	284.3304	0.013654	0.006776	0.0149926	0.0138165	0.0463222	0.0201052	0.0110664	0.0169024	0.0354398	0.0153408	0.0185644	0.0104395	0.0106761	0.0125652	0.00438793	0.0265959	0.0451186	0.0111164	0.0297327	0.000623856	0.0106129	0.0359722	0.0119263	0.0194949	0.0136795	0.00770072	0.0229434	0.0667601	0.0310578	0.0159638	0.0585269	0.0196458	0.0174897	0.0163886	0.0107964	0.0345047	0.0168446	0.0417035	0.0148585	0.00378705	0.0240374	0.0105236	0.017139	0.0527281	0.0205207	0.00711207	0.0105145	0.0038868	0.0152289	0.0121441	0.0255727	0.00780174	0.00423361	0.0110698	0.00167111	0.0154792	0.0356441	0.0130483	0.00375893	0.01838	0.00923492	0.00311915	0.00457763	0.00290685	0.0103106	0.0219385	0.00678757	0.00272311	0.00444869	0.0353264	0.0451251	0.0960231	0.0340145	0.0208599	0.0367004	0.0383109	0.0450682	0.0101036	0.0132348	0.00481182	0.0133629	0.0317769	0.0320222	0.00863568	0.0248182	0.00499131	0.0452767	0.00685008	0.000551946	0.0497069	0.0127028	0.0337479	0.0328392	0.0101324	0.00953804	0.0154689	0.0111986	0.0053456	0.00690814	0.0318886	0.000823287	0.0060942	0.00726749	0.0172469	0.00307513	0.00559161	0.0254746	0.000341806	0.0202967	0.0164122	0.0380217	0.00677937	0.021237	0.00205147	0.000128709	0.0372557	0.00399892	0.0206381	0.0140777	0.0139933	0.000209211	0.0170649	0.00352696	0.0072078	0.0126961	0.0187865	0.0290009	0.0642295	0.00471025	0.000695295	0.0336739	0.00363129	0.00467754	0.00428333	0.00197431	0.00415445	0.0196241	0.00557822	0.00598882	0.0117031	0.00962718	0.00739433	0.0606203	0.000426642	0.0593731	0.76675	1.07177	0.174523	0.426824	0.766734	1.30423	2.34288	5.72991	1.262262	0.220125	0.00519076	0.00257599	0.00569964	0.00525253	0.0176101	0.00764328	0.00420706	0.00642569	0.013473	0.00583204	0.00705752	0.00396874	0.00405866	0.00477683	0.00166814	0.0101108	0.0171525	0.00422607	0.0113033	0.000237168	0.00403464	0.0136753	0.00453394	0.00741126	0.00520045	0.00292754	0.00872228	0.0253798	0.0118071	0.00606887	0.0222499	0.00746865	0.00664898	0.00623038	0.00410441	0.0131175	0.00640371	0.0158542	0.00564868	0.0014397	0.00913815	0.00400071	0.00651565	0.0200454	0.00780124	0.00270375	0.00399723	0.00147762	0.00578949	0.00461675	0.00972182	0.00296594	0.00160947	0.00420834	0.000635297	0.00588462	0.0135506	0.00496049	0.00142901	0.00698741	0.00351079	0.00118579	0.00174025	0.00110508	0.00391973	0.00834023	0.00258039	0.00103523	0.00169123	0.0134299	0.017155	0.0365045	0.0129311	0.0079302	0.0139522	0.0145644	0.0171333	0.00384103	0.00503139	0.00182928	0.00508009	0.0120804	0.0121737	0.00328298	0.00943501	0.00189752	0.0172126	0.00260416	0.00020983	0.0188968	0.00482915	0.0128297	0.0124843	0.00385198	0.00362602	0.00588073	0.00425729	0.00203221	0.00262623	0.0121229	0.000312984	0.0023168	0.00276284	0.00655665	0.00116905	0.00212573	0.00968453	0.000129942	0.00771609	0.00623932	0.0144545	0.00257727	0.00807357	0.000779895	4.89305e-05	0.0141633	0.00152025	0.00784589	0.00535185	0.00531977	7.95347e-05	0.00648746	0.00134082	0.00274015	0.00482662	0.00714197	0.0110251	0.0244178	0.00179067	0.000264326	0.0128016	0.00138049	0.00177823	0.00162837	0.000750563	0.00157937	0.0074604	0.00212064	0.00227674	0.0044491	0.00365991	0.00281106	0.0230457	0.000162194	0.0225715	2.630441
108	-1852.587	-2136.719	284.1318	0.0107545	0.00293621	0.0122111	0.0223071	0.0328604	0.0226051	0.00207089	0.0177836	0.0324448	0.0056792	0.0113142	0.0154818	0.00186017	0.0058506	0.000999464	0.0181165	0.0137331	0.0319309	0.0206757	0.00558909	0.00682008	0.0279185	0.0176883	0.0073022	0.0131966	0.00418829	0.0352275	0.0264339	0.0551699	0.0152622	0.0314396	0.0209024	0.0118756	0.0153751	0.0223145	0.0162185	0.0208879	0.0219116	0.00712934	0.000830978	0.0683344	0.00561874	0.0264251	0.0174168	0.00922113	0.00575332	0.0151212	0.0117284	0.0375399	0.0122087	0.0187133	0.0102927	0.00323393	0.0136076	0.00531237	0.0147406	0.0271981	0.0163815	0.00318839	0.00112899	0.00150114	0.00652644	0.00132813	0.00266306	0.0132032	0.00930382	0.00219171	0.00787608	0.00614924	0.0109054	0.052102	0.108871	0.0433168	0.0229508	0.00327962	0.00752212	0.0419473	0.0395368	0.00387145	0.0150993	0.00682966	0.00746518	0.00938703	0.00187756	0.0161484	0.0112584	0.0121359	0.0611801	0.0209812	0.00103685	0.00323684	0.0116323	0.003552	0.0187275	0.0217056	0.00342625	0.000187581	0.0193234	0.0158685	0.00393806	0.00555589	0.00102709	0.00257374	0.00884639	0.00595641	0.00030664	0.0198965	0.00544061	0.0690406	0.0103986	0.0196564	0.015547	0.00381095	0.00565551	0.00957827	0.0013492	0.0287758	0.0307656	0.0697526	0.0041524	0.0123978	0.0101015	0.00410301	0.0193394	0.00764209	0.0376137	0.0188999	0.00545365	0.029725	0.0303473	0.0864154	0.0529712	0.0613041	0.0106436	0.0123815	0.0123665	0.0196058	0.0361104	0.0123993	0.0661391	0.00547726	0.0203608	0.0368006	0.00196019	0.000204496	0.984182	1.00487	0.153468	0.400884	0.751881	1.33	2.49449	6.51602	1.355222	0.3013586	0.00418895	0.00114367	0.0047563	0.00868875	0.0127993	0.0088048	0.000806625	0.0069268	0.0126374	0.00221208	0.00440693	0.00603025	0.000724546	0.00227884	0.000389297	0.00705647	0.0053491	0.0124373	0.00805329	0.00217698	0.00265646	0.0108744	0.00688971	0.00284425	0.00514015	0.00163136	0.0137213	0.0102962	0.021489	0.00594473	0.0122459	0.00814161	0.00462561	0.00598869	0.00869164	0.00631721	0.00813594	0.00853468	0.00277692	0.000323671	0.0266167	0.00218853	0.0102927	0.00678395	0.00359168	0.00224095	0.0058898	0.00456828	0.014622	0.00475536	0.00728894	0.00400905	0.00125964	0.00530022	0.0020692	0.00574155	0.0105938	0.0063807	0.00124189	0.000439748	0.000584704	0.00254208	0.000517315	0.00103728	0.00514274	0.00362389	0.000853685	0.00306778	0.00239516	0.00424771	0.020294	0.042406	0.0168721	0.00893946	0.00127743	0.00292991	0.0163387	0.0153998	0.00150795	0.00588128	0.00266019	0.00290773	0.0036563	0.000731321	0.00628988	0.00438523	0.004727	0.02383	0.00817228	0.000403861	0.00126077	0.00453084	0.00138352	0.00729447	0.00845444	0.00133454	7.3064e-05	0.00752656	0.00618088	0.0015339	0.00216405	0.000400056	0.00100249	0.00344572	0.00232005	0.000119438	0.00774981	0.00211915	0.0268917	0.0040503	0.00765626	0.00605563	0.00148439	0.00220286	0.00373079	0.000525521	0.0112084	0.0119834	0.027169	0.00161738	0.00482901	0.00393459	0.00159814	0.00753282	0.00297664	0.0146507	0.00736163	0.00212423	0.0115781	0.0118205	0.0336593	0.0206326	0.0238783	0.00414575	0.00482267	0.00481683	0.00763656	0.0140652	0.00482961	0.0257616	0.00213343	0.00793066	0.014334	0.000763504	7.96524e-05	2.567356
144	-1841.692	-2125.562	283.87	0.0091302	0.00212417	0.0169305	0.0277557	0.0639316	0.00852018	0.0134533	0.0221272	0.0227065	0.0123409	0.0382677	0.0325401	0.00653613	0.00409857	0.00386555	0.00779106	0.00320301	0.0110982	0.0172127	0.00695424	0.014713	0.0738416	0.0212772	0.00845246	0.0262022	0.0146539	0.00974696	0.0333658	0.0436014	0.0257835	0.0398778	0.0204488	0.0206564	0.028076	0.0267618	0.0115232	0.000722324	0.00614487	0.0105211	0.00167564	0.046385	0.0210996	0.0125135	0.0130211	0.00703852	0.00553006	0.0222225	0.00290692	0.0213324	0.0176798	0.0161709	0.0128067	0.00123919	0.0169312	0.00533637	0.00353888	0.0547569	0.00633873	0.00635133	0.000470607	0.00250065	0.00171047	0.00703947	0.000552383	0.0149341	0.0234665	0.000199418	0.0130386	0.00530898	0.00397974	0.064828	0.139906	0.0473707	0.0314884	0.0169141	0.0166787	0.0176997	0.0142447	0.0263199	0.00924853	0.00741436	0.0011325	0.00455925	0.00979584	0.0251611	0.0148245	0.00943297	0.0732367	0.0236762	0.00394591	0.00592863	0.00028353	0.00709014	0.0184325	0.00905009	0.00727206	0.0117039	0.024651	0.0232145	0.0110428	0.027603	0.0050086	0.00964039	0.0145732	0.00809013	0.000571647	0.0370575	0.025616	0.0712663	0.0155597	0.00234178	0.0259459	0.023893	0.00632697	0.0164932	0.00273239	0.0882932	0.0382802	0.0416778	0.00721112	0.0127661	0.00402508	0.00189373	0.0039039	0.0362867	0.063869	0.0153719	0.0187162	0.00961157	0.0645069	0.0258291	0.0638473	0.0519064	0.0132433	0.0172152	0.0157782	0.0308691	0.0309004	0.0200517	0.0710808	0.00902969	0.0115389	0.0175204	0.000580007	0.0108948	0.57822	1.12978	0.130285	0.370111	0.733378	1.36355	2.70189	7.67546	1.473635	0.1574769	0.00314726	0.00073222	0.00583611	0.00956763	0.0220378	0.00293698	0.00463746	0.00762746	0.00782712	0.00425403	0.0131912	0.0112169	0.00225306	0.00141281	0.00133249	0.00268565	0.00110411	0.00382563	0.00593335	0.00239719	0.00507169	0.0254539	0.00733443	0.00291364	0.00903213	0.00505134	0.00335986	0.0115015	0.0150298	0.00888778	0.0137462	0.00704888	0.00712045	0.00967804	0.00922502	0.00397216	0.000248992	0.00211819	0.0036267	0.000577607	0.0159893	0.00727322	0.00431351	0.00448849	0.00242624	0.00190626	0.00766029	0.00100204	0.00735348	0.00609438	0.00557425	0.00441457	0.000427158	0.00583635	0.00183949	0.00121988	0.0188752	0.00218502	0.00218936	0.000162222	0.000861996	0.000589615	0.00242657	0.000190411	0.00514792	0.0080891	6.8741e-05	0.0044945	0.00183005	0.00137185	0.0223468	0.0482268	0.0163291	0.0108543	0.00583045	0.00574929	0.00610123	0.00491027	0.00907269	0.00318805	0.0025558	0.000390384	0.00157161	0.00337671	0.00867327	0.00511013	0.00325163	0.0252453	0.00816138	0.00136019	0.00204365	9.77353e-05	0.00244403	0.00635383	0.00311965	0.00250674	0.00403445	0.00849743	0.00800224	0.00380654	0.00951498	0.00172651	0.00332313	0.00502352	0.00278874	0.000197052	0.012774	0.00883006	0.0245661	0.00536355	0.000807234	0.0089438	0.00823613	0.00218096	0.00568536	0.000941879	0.0304354	0.0131955	0.0143667	0.00248574	0.00440057	0.00138748	0.000652785	0.00134571	0.0125083	0.0220162	0.00529884	0.00645164	0.00331319	0.0222361	0.00890352	0.0220087	0.0178926	0.0045651	0.00593421	0.00543888	0.0106409	0.0106516	0.006912	0.0245022	0.00311261	0.00397757	0.00603942	0.000199934	0.00375553	2.900999
180	-1828.577	-2111.242	282.6647	0.0215185	0.00187523	0.0292737	0.0256627	0.070533	0.0153622	0.0238291	0.0334604	0.0195972	0.0061	0.0183342	0.0354001	0.0123224	0.00670934	0.00793354	0.0135371	0.0154946	0.016143	0.0404334	0.00151039	0.0366437	0.0249245	0.0170818	0.0392364	0.0356147	0.0233018	0.0572962	0.0329353	0.0589777	0.0271623	0.045425	0.0356394	0.0336155	0.0135266	0.00921866	0.0347437	0.0048053	0.0150122	0.0138382	0.00205578	0.0727731	0.0394817	0.00511275	0.020499	0.0102275	0.0033924	0.02124	0.0149573	0.0232005	0.0346238	0.0203421	0.0152231	0.00244914	0.0170373	0.00974382	0.009936	0.0514529	0.0191917	0.0177455	0.0106299	0.0110389	0.00903117	0.00469156	0.00183581	0.0134114	0.0125715	0.000457145	0.0158131	0.00306966	0.00991612	0.101083	0.104002	0.116192	0.0491232	0.0522371	0.089185	0.0851668	0.0162267	0.000671169	0.0045897	0.0225747	0.0555692	0.0268884	0.0228821	0.0330314	0.00859327	0.0643665	0.0117552	0.0399176	0.0326664	0.0101895	0.0869835	0.0678686	0.00658975	0.036086	0.0174356	0.0125442	0.0243981	0.00218334	0.0974702	0.0015382	0.0337649	0.0311204	0.0594972	0.000796833	0.0251312	0.0518269	0.0145567	0.00438181	0.0367902	0.00221132	0.0129399	0.0264251	0.000263309	0.00175774	0.0346747	0.0136249	0.0292476	0.0249218	8.28945e-05	0.00899735	0.0230103	0.0144567	0.0391194	0.0106027	0.0687027	0.025942	0.014579	0.007689	0.00878414	0.111399	0.0138124	0.0143927	0.00182439	0.0208691	0.010523	0.0197335	0.0266019	0.0177451	0.00808085	0.00463556	0.0132422	0.0604991	0.0099041	0.0526363	0.653408	1.10664	0.221311	0.479244	0.794949	1.25794	2.08662	4.51852	1.090522	0.1816742	0.00567923	0.000494917	0.00772599	0.00677296	0.0186153	0.00405443	0.00628903	0.00883097	0.00517215	0.00160993	0.00483882	0.00934289	0.00325217	0.00177075	0.00209384	0.00357276	0.00408937	0.0042605	0.0106713	0.000398626	0.00967112	0.00657816	0.00450827	0.0103554	0.00939954	0.00614987	0.0151218	0.00869236	0.0155656	0.00716875	0.0119887	0.00940605	0.0088719	0.00356998	0.00243301	0.00916966	0.00126823	0.00396206	0.00365221	0.000542568	0.0192065	0.0104201	0.00134937	0.00541015	0.00269926	0.000895333	0.00560572	0.00394757	0.00612315	0.009138	0.00536875	0.00401773	0.000646385	0.00449654	0.00257162	0.00262234	0.0135796	0.00506513	0.00468344	0.00280548	0.00291343	0.00238353	0.00123821	0.000484512	0.00353956	0.0033179	0.000120651	0.00417344	0.000810152	0.00261709	0.026678	0.0274485	0.0306658	0.0129647	0.0137866	0.0235379	0.0224775	0.0042826	0.000177137	0.00121133	0.00595799	0.014666	0.00709646	0.00603911	0.00871773	0.00226796	0.0169878	0.00310247	0.0105352	0.00862142	0.00268923	0.0229569	0.0179121	0.00173919	0.00952391	0.00460164	0.0033107	0.00643922	0.000576234	0.0257246	0.000405967	0.00891132	0.00821339	0.0157027	0.000210302	0.00663269	0.0136783	0.00384184	0.00115646	0.00970977	0.000583618	0.00341514	0.0069742	6.94932e-05	0.000463908	0.00915144	0.00359593	0.00771911	0.00657744	2.18778e-05	0.00237461	0.00607294	0.00381544	0.0103245	0.00279829	0.0181322	0.00684668	0.00384773	0.0020293	0.00231833	0.0294008	0.0036454	0.00379856	0.000481498	0.00550784	0.00277727	0.00520811	0.00702085	0.00468333	0.00213272	0.00122343	0.00349491	0.0159671	0.00261392	0.0138919	3.788987
